latinad_id,display_name,latitude,longitude,city
13064,NP-Modelorama Guadalupe,25.66331,-100.2341,
13065,NP-Modelorama Villa,25.67298,-100.23631,
13066,NP-Modelorama Reyes,25.688996,-100.234167,
13067,NP-Pto Modelorama San Ramon Limones,18.96457,-98.26793,
13068,NP-Modelorama Torres 2,19.02506,-98.25162,
13069,NP-Modelorama El Capulin,19.114497,-98.211499,
13070,NP-Modelorama Joyas De Anahuac,25.77962,-100.31169,
13071,NP-Modelorama Buenos Aires,25.662223,-100.28507,
13072,Modelorama Fray Pedro De Gante,19.50732,-98.88476,
13073,NP-Modelorama La Chachita,20.96473,-89.59962,
13074,NP-Modelorama La Pantera Azul,20.9646,-89.584436,
13075,NP-Modelorama Herre,20.96675,-89.61026,
13076,NP-Modelorama El Mack,32.42669,-116.95925,
13077,NP-Modelorama Boca De Arroyo,32.46217,-116.87381,
13078,NP-Mod La Capillita,32.463262,-116.979754,
13079,Modelorama Las Tres Damas,20.99294,-89.66536,
13080,NP-Expendio Avenida 128,20.99914,-89.664225,
13081,NP-Modelorama Doble Bolazo,20.9691,-89.65461,
13082,NP - Modelorama San Cayetano,20.966314,-89.643663,
13083,Modelorama Olivos,32.53762,-116.90175,
13084,NP-Modelorama Gerardos,32.518895,-116.888896,
13085,NP-Modelorama La Perla,32.52117,-117.05571,
13086,Modelorama Crucero,16.749252,-93.151687,
13087,Modelorama Agencia,16.76311,-93.1424,
13088,Modelorama  Estrella,16.7532,-93.16299,
13089,NP-Modelorama Ramona,16.750372,-93.139752,
13090,Modelorama Sergio,16.73617,-93.11227,
13091,Modeloramala Gloria,16.75467,-93.17596,
13092,Parque EspaÃ±a,19.41632,-99.17085,
13093,Modelorama La Perla Negra,20.9385,-89.58903,
13094,NP-Modelorama Xtabay,20.99863,-89.56742,
13095,Modelorama Los Pajarracos,16.73762,-93.08173,
13096,Modelorama Ponchito,16.737692,-93.112772,
13097,Modelorama I Madero,16.73,-93.09981,
13098,NP-Premium Periferico,21.05013,-89.63031,
13099,NP-Modelorama Ciruelita,21.01474,-89.6556,
13100,Modelorama Del Bosque,32.51148,-116.83514,
13101,NP-Modelorama El Caminero,17.967686,-92.931746,
13102,Septiembre,17.972122,-92.930349,
13103,Modelorama Lepe,32.362288,-117.04857,
13104,NP-Mod Chuyin,32.47874,-117.02747,
13105,Punto Modelo Monterrey,19.58823,-98.135087,
13106,Modelorama Misiones,19.05829,-98.13465,
13107,NP-Modelorama Chapultepec 44,19.04095,-98.13969,
13108,NP-Modelorama La Gran Parada,17.988405,-92.950995,
13109,NP-Modelorama Plaza Villahermosa,17.98819,-92.95078,
13110,Modelorama Los Guacamayos,17.99328,-92.93227,
13111,Modelorama Botanico,19.84819,-90.53465,
13112,Modelorama Candita,19.83481,-90.54448,
13113,NP-Modelorama La Anona,19.83874,-90.508415,
13114,Modelorama Navales,19.83706,-90.50771,
13115,Modelorama El Papas,19.83642,-90.54774,
13116,NP-Modelorama Domingo Diez,18.94587,-99.23513,
13117,NP-Modelorama Vicente Guerrero,18.95275,-99.23094,
13118,NP-Modelorama La Pradera,18.93678,-99.2454,
13119,NP-Modelorama 24 Sur,18.87594,-97.72138,
13120,NP-Modelorama 25 Pte,19.03852,-98.21076,
13121,NP-Modelorama Av. Nacional 2,18.997974,-98.239824,
13122,NP-Modelorama Minerales Bar,18.961645,-98.240183,
13123,Modelorama Yaqui,31.279629,-110.973063,
13124,Modelorama Super K,19.84125,-90.54606,
13125,NP-Modelorama Santa Clara,18.9838,-98.27557,
13126,NP-Modelorama Santa Rosa,18.970968,-98.244585,
13127,NP-Modelorama Av Guadalupe,18.97167,-98.24615,
13128,ModeloramaÂ CalleÂ 20,27.916658,-110.891141,
13129,ModeloramaÂ NicolasÂ Bravo,28.845441,-111.492378,
13130,Modelorama Los Olivos,28.841231,-111.485333,
13131,NP - Modelorama Benito Juarez,18.642547,-91.818633,
13132,NP-Modelorama Montebello,18.6461,-91.8355,
13133,NP-Modelorama Periferico,18.99266,-98.25059,
13134,NP-Punto Modelo 14 Sur Granjas,18.99036,-98.214282,
13135,NP-Modelorama Avenida Morelos,19.16115,-98.40413,
13136,NP-Modelorama Lomas De Castillotla,18.989092,-98.270108,
13137,NP-Modelorama Huejotzingo Federal,19.16939,-98.4098,
13138,Modelorama 20 De Noviembre,25.753707,-108.968126,
13139,Modelorama Moderna,27.96112,-110.818263,
13140,NP-Modelorama Progreso,18.885378,-99.158856,
13141,NP-Modelorama Galerias Cuerna,18.9327788,-99.1922067,
13142,NP-Modelorama Texas,18.89449,-99.16651,
13143,NP-Modelorama Gasolinera La Paz,19.05925,-98.23287,
13144,NP-Modelorama Artemisa,19.06933,-98.2381,
13145,Modelorama Patria,24.77434,-107.37263,
13146,Modelorama Alturas Del Sur,24.76344,-107.35245,
13147,NP-Modelorama 3 De Mayo.,18.86764,-99.20992,
13148,NP-Modelorama Ahuatepec,18.97229,-99.19969,
13149,NP-Modelorama Chinconcuac,18.77711,-99.21742,
13150,NP-Modelorama Lomas De Acatlipa,18.84602,-99.2234,
13151,NP-Punto Modelo Cuautlancingo,19.088711,-98.266084,
13152,NP-Punto Modelo Manantiales,19.07675,-98.27931,
13153,NP-Modelorama Nuevo Leon Periferico,19.08381,-98.28897,
13154,NP-Modelorama El Calvario,19.00571,-98.22131,
13155,Modelorama Santiago Momoxpan,19.07635,-98.26453,
13156,NP-Modelorama Campanario,19.04985,-98.16701,
13157,NP-Modelorama Santiago,19.04195,-98.04628,
13158,NP- Modelorama Altares,19.04771,-98.30876,
13159,NP-Modelorama Annie,23.25105,-106.43371,
13160,NP-Modelorama La Mision,18.85215,-99.18055,
13161,NP-Modelorama Loma De Jiute,18.87526,-99.19856,
13162,NP-Modelorama Agencia Matriz,19.140084,-98.254797,
13163,NP-Modelorama El Vergel,19.04328,-98.22854,
13164,Modelorama Agencia Pachuca,20.05959,-98.78439,
13165,Modelorama Tezontle,20.0897,-98.77529,
13166,Modelorama Parque,20.109141,-98.769535,
13167,Modelorama Lomas,20.107959,-98.746508,
13168,NP-Modelorama Carnival,20.08167,-98.74761,
13169,NP-Modelorama El Bohemio,20.10477,-98.767682,
13170,NP-Modelorama Chacon,20.08286,-98.73542,
13171,NP-Modelorama Sanja,20.09804,-98.75183,
13172,NP-Modelorama Acropolis,19.07681,-98.16813,
13173,Modelorama Punto Tecnologico,22.15278,-100.93437,
13174,Modelorama Caysa,19.81979,-90.53065,
13175,NP-Modelorama Resurgimiento,19.03851,-98.18351,
13176,NP-Modelorama Radial Zapata,19.03838,-98.27476,
13177,NP-Modelorama Alta Vista,18.930609,-99.253599,
13178,NP-Modelorama Container,19.05543,-98.29548,
13179,NP-Modelorama Vado,25.5665,-103.44888,
13180,Modelorama Constitucion,25.561021,-103.445932,
13181,Modelorama San Antonio,25.594855,-103.482552,
13182,Modelorama Cuartel,25.585738,-103.529589,
13183,NP-Modelorama La Dentadura Gp,25.566223,-103.494806,
13184,NP-Modelorama Coronel,20.531046,-97.469913,
13185,Modelorama Bermudez,20.530534,-97.46763,
13186,Modelorama Tajito,25.57425,-103.42056,
13187,NP-Modelorama Platinum,25.54813,-103.44726,
13188,NP-Modelorama Kon Salazar,25.552717,-103.435309,
13189,NP-Modelorama Boliviana 86,25.545817,-103.454061,
13190,NP-PuntoÂ ModeloÂ 16 De Septiembr,20.53168,-97.44213,
13191,NP-Modelorama Avenida Puebla,20.543543,-97.453982,
13192,NP-Modelorama Esmeralda,20.51563,-97.435573,
13193,Modelorama Los Quemados,20.51616,-97.44021,
13194,Modelorama Tecnologico,25.51574,-103.38533,
13195,Modelorama Capitan,25.53611,-103.23902,
13196,NP-Modelorama Delfin,25.59723,-103.38185,
13197,ModeloramaÂ 2001,20.527266,-97.464777,
13198,NP-Modelorama Petromex,20.51251,-97.42652,
13199,Modelorama Revo,20.52412,-97.45526,
13200,Modelorama La Nueva Lucha,20.540272,-97.474196,
13201,Modelorama Los Sauces,25.525529,-103.339552,
13202,Modelorama Agencia Industrial,20.55316,-100.82253,
13203,Modelorama Llantera,20.51952,-100.80187,
13204,NP-Modelorama Coatzintla,20.47936,-97.44618,
13205,NP-Modelorama Barrio De Xico,20.51124,-97.44247,
13206,Np-Modelorama El Bryan,20.48598,-97.46705,
13207,Modelorama De La Ruiz,20.493247,-97.470956,
13208,NP-Modelorama Baxter,18.924476,-99.172786,
13209,ModeloramaÂ LasÂ Americas,20.52914,-97.45396,
13210,NP-Modelorama Division De Oriente,20.514593,-97.465678,
13211,NP-Modelorama El Cazador,20.05291,-98.71614,
13212,Modelorama Oasis,20.48849,-97.45993,
13213,Modelorama Kehoe,20.527116,-97.436888,
13214,Modelorama Olinala,16.79876,-99.81586,
13215,NP-Modelorama Gaviotas,20.56283,-97.44607,
13216,NP-Modelorema Tres Cantos,16.88594,-99.83677,
13217,NP-Modelorama Calzada,16.8601,-99.91567,
13218,NP-Cmo Modelorama Politecnico,20.66445,-105.23075,
13219,NP-Modelorama Playa De Los Gordos,20.68603,-105.22465,
13220,NP-Modelorama Del Villar,20.67654,-105.20808,
13221,NP-Modelorama Uma,20.6588,-105.2291,
13222,NP-Modelorama Star Stores Olas Altas,23.19911,-106.42835,
13223,NP-Modelorama Despacho Cerveceria,23.20441,-106.41302,
13224,NP-Modelorama Lienzo Charro,23.22704,-106.40254,
13225,NP-Modelorama Nelson,23.20575,-106.42306,
13226,NP-Cmo Modelorama Medina Ascencio,20.638801,-105.23304,
13227,NP-Modelorama Ixtapa Gaviota,20.71055,-105.21311,
13228,NP-Modelorama Los Pinos,23.22167,-106.42366,
13229,NP-Modelorama Floresta,23.25815,-106.38044,
13230,NP-Modelorama La Princesita,23.235338,-106.410244,
13231,NP-Modelorama Calz La Huerta II,19.69799,-101.20918,
13232,NP-Modelorama Sexta,19.717342,-101.223356,
13233,NP-Modelorama Galerias,19.67063,-101.2225,
13234,ModeloramaÂ CafeÂ Paris,23.23471,-106.4126,
13235,NP-Modelorama Condor,23.26603,-106.40864,
13236,NP-Modelorama Carrasco Mzt,23.22568,-106.42027,
13237,NP-Modelorama Forum,16.77155,-99.77205,
13238,Modelorama Paseo Zihua,17.65112,-101.54738,
13239,Modelorama Cocos,16.77802,-99.78178,
13240,NP-Modelorama Boulevard De Las Naciones,16.78091,-99.78524,
13241,NP-Cmo Modelorama Agencia Gdl,20.66354,-103.37676,
13242,NP-Modelorama Loma Dorada,20.629299,-103.254348,
13243,NP-Modelorama Bahia,23.24905,-106.39023,
13244,NP-Modelorama Carolina,23.20803,-106.42346,
13245,NP-Modelorama Prado Bonito,23.27802,-106.40861,
13246,Modelorama Plaza Condesa,16.85847,-99.87077,
13247,NP-Modelorama Fuerte San Diego,16.84939,-99.90401,
13248,Modelorama Diamante Ii,16.80223,-99.82351,
13249,NP-Modelorama Calzada Hogar Moderno,16.8565,-99.90892,
13250,NP-Modelorama 24 De Abril,23.21024,-106.4219,
13251,NP-Modelorama SuperÂ G,23.19511,-106.4263,
13252,NP-Cmo Modelorama Mojoneras,20.68601,-105.22307,
13253,NP-Punto La Loma,22.13374,-101.03795,
13254,NP-Punto El Paseo,22.14816,-100.96513,
13255,NP-Modelorama San Isidro,22.170804,-100.92233,
13256,NP-Modelorama Quince De Mayo,19.06897,-98.21937,
13257,NP-Bicho El Luchon,19.03828,-98.1983,
13258,Modelorama La Ria,19.85088,-90.52145,
13259,NP-Modelorama Muelle,19.81059,-90.5945,
13260,NP-Modelorama Montellano,19.28888,-103.74745,
13261,Modelorama Tateposco,20.603676,-103.25931,
13262,Modelorama Carranza,17.07173,-96.7165,
13263,Modelorama Rio Salado,17.02991,-96.71107,
13264,NP-Modelorama El Amigo Pinelo,19.846002,-90.524367,
13265,NP-Modelorama Xavo,19.842905,-90.490018,
13266,NP-Modelorama Plus San Jorge,19.831671,-90.496013,
13267,NP-Modelorama Obregon,19.844953,-90.510093,
13268,Modelorama Del Sur,19.33833,-99.72818,
13269,NP-Modelorama Ixtapa,20.71819,-105.21241,
13270,Modelorama El Rey,19.81414,-90.5258,
13271,Modelorama Nakayama,24.7979,-107.359,
13272,NP-Modelorama Insurgentes Mzt,23.23657,-106.42717,
13273,Modelorama La Marea Ii,25.8133,-109.01347,
13274,Modelorama 16 De Septiembre,17.97241,-92.9324,
13275,Modelorama Claudia,24.13165,-110.33632,
13276,Modelorama Albarran,24.123394,-110.328057,
13277,Modelorama Infonavit,16.712564,-92.992272,
13278,NP-Modelorama Prepa 2,16.75962,-93.15923,
13279,Modelorama Coacoyul Ii,17.63986,-101.47938,
13280,Modelorama Mini Super Los Nietos,23.461086,-110.231285,
13281,NP-Modelorama Club De Golf,16.85498,-99.85946,
13282,Modelorama Universidad,24.09393,-110.31295,
13283,Modelorama Los Perrones,24.1466,-110.3213,
13284,NP-Modelorama 2Da De Guerrero,22.75103,-102.51243,
13285,Modelorama Six Condesa,22.75822,-102.49957,
13286,NP-Modelorama Villas de Guadalupe,22.75978,-102.48165,
13287,NP-Modelorama Villas de Guadalupe 2,22.7605,-102.47879,
13288,NP-Modelorama Villas de Guadalupe 3,22.76056,-102.479,
13289,NP-Modelorama Ojo De Agua,22.73571,-102.52437,
13290,Modelorama Villas Mariana,22.756626,-102.49003,
13291,Modelorama Autolata Panamericana,22.56263,-102.25089,
13292,NP-Modelorama Servicar Universidad,22.76593,-102.558,
13293,Modelorama El Castor,22.57303,-102.25602,
13294,GarcÃ­a Ibarra,22.570439,-102.24794,
13295,Modelorama Aurrera Ojocaliente,22.56886,-102.24897,
13296,NP-Modelorama Huejotzingo,19.15141,-98.40742,
13297,Modelorama Super Sibel,24.795538,-107.363568,
13298,NP-Punto Modelo Nueva Celaya,22.76438,-102.58158,
13299,Modelorama El 50,22.71821,-102.51843,
13300,NP-Cmo Punto Modelo Poetas,20.6708,-105.20861,
13301,Auto Lata Jerez,22.64643,-102.97957,
13302,Modelorama Poeta,22.64083,-102.99664,
13303,Modelorama El Alamo II,22.63929,-102.99159,
13304,NP-Modelorama Petroleos,22.77622,-102.58532,
13305,NP-Servicar Portillo,22.76049,-102.5439,
13306,Modelorama El Campesino,25.57948,-103.39056,
13307,Modelorama Pedregal,19.724708,-101.22396,
13308,NP-Modelorama Camelinas 2,19.68187,-101.17736,
13309,NP-Modelorama El Porvenir,18.91137,-99.19738,
13310,Modelorama El Cliente,25.544927,-103.411013,
13311,Modelorama Kitty,25.59117,-103.509,
13312,NP-Modelorama San Nicolas Paseo La Cima,21.12248,-101.729408,
13313,NP-Modelorama Manuel De Austri,21.139563,-101.701752,
13314,NP-Modelorama Francisco Villa,21.137345,-101.641936,
13315,Modelorama Francis,22.320116,-97.888246,
13316,Modelorama Barron,22.331291,-97.865542,
13317,Modelorama Supermarinos,22.309954,-97.866425,
13318,NP-ModeloramaÂ PuertoÂ Vallarta,21.128621,-101.661937,
13319,NP-Modelorama  Danubio,25.71238,-100.34244,
13320,NP-Modelorama Colegio Civil,25.687063,-100.31385,
13321,Modelorama Parcela 14,20.5302,-97.42926,
13322,Modelorama Expendio El Pariente,25.452854,-101.19184,
13323,Modelorama Reforma,22.14761,-100.98051,
13324,Modelorama Riviera Cancun,20.93503628,-86.872161,
13325,NP-Modelorama Estadio,25.669256,-100.23922,
13326,Modelorama Helipuerto,18.64697,-91.80335,
13327,NP-Modelorama De La 47,18.648433,-91.832139,
13328,Modelorama De La 41,18.644351,-91.833434,
13329,NP-Modelorama Galeana,18.633289,-99.209316,
13330,NP-Modelorama Alejandra,18.7114,-99.11753,
13331,NP-Modelorama Tehuixtla,18.55908,-99.27159,
13332,Tollocan,19.28707,-99.60785,
13333,NP-Modelorama Miacatlan,18.769925,-99.353541,
13334,Modelorama Caballo Blanco,27.72882,-109.49299,
13335,Modelorama El Trece,27.66521,-109.4356,
13336,NP MODELORAMA ALTOZANO,19.671768,-101.17279,
13337,NP Mod San Jose,22.412138,-97.918955,
13338,NP Mod Presi,32.618711,-115.423,
13339,NP MOD CORREGIDORA,32.660974,-115.4032,
13340,NP MOD CHUM,16.777357,-93.82061,
13341,NP MOD JAM,16.771081,-93.112589,
13342,NP MOD LA MODERNA,16.7417038,-93.89617,
13343,NP MODELORAMA CAMINO VERDE,32.47957,-116.98651,
13344,NP-MOD ASUNCION,32.349929,-117.5983,
13345,NP MOD EL TUNEL,22.151425,-100.95019,
13346,Np Mod BLVD 2,32.508903,-116.86778,
13347,Np Mod Aires del Oriente,16.733003,-93.73073,
13348,NP MOD CRC,22.146684,-100.96153,
13349,NP MOD ABARROTES LA COMERCIAL,32.530075,-117.4848,
13350,NP MOD FELIPE SAN,22.181693,-100.96121,
13351,NP MOD EL JAROCHO,16.780446,-93.108547,
13352,NP MOD PRINCESS,16.772752,-93.99219,
13353,NP MOD OLGA LILIA,16.767675,-93.189632,
13354,NP MOD La Fama,32.641398,-115.4395,
13355,NP MOD ARBOLEDAS 2,32.579485,-115.3566,
13356,NP MOD VERGEL,16.775094,-93.127016,
13357,NP MOD. DELICIAS,16.775094,-93.127016,
13358,NP Mod La Gloria,20.660957,-103.454565,
13359,NP MOD Gigantes,20.666593,-103.317773,
13360,MODELORAMA MARIANO ESCOBEDO,19.436274,-99.183173,
13361,NP MODELORAMA NASSAR V19,25.535654,-103.449635,
13362,NP MOD POPULAR,19.675295,-99.182652,
13363,NP MODELORAMA RA,25.534134,-103.230142,
13364,NP MOD EL INFIERNILLO,19.654359,-99.17246,
13365,NP Mod La Corteza,25.537338,-103.24345,
13366,NP MOD GILGUERO IXTAPA,20.714063,-105.20518,
13367,NP MOD HIMNO,19.70157,-99.143593,
13368,NP MOD PRIDE,19.460106,-99.232453,
13369,NP Mod Bella Vista,20.796024,-103.4825,
13370,NP MOD los silleres,25.47062,-100.94861,
13371,NP MOD VC SLW,25.458105,-100.98427,
13372,NP Mod Paseo San Isidro,19.252914,-99.591936,
13373,NP Mod Negrete,18.943248,-99.497395,
13374,NP Mod san mateo,19.33972,-99.60648,
13375,NP MOD SALINAS,19.413117,-99.7915,
13376,NP MOD 5 SUR,19.3512,-98.20829,
13377,NP MOD BOSCO,18.930284,-99.244453,
13378,NP MOD POLVORIN,18.883307,-99.228443,
13379,Np MOD lucho,25.784814,-100.41207,
13380,NP Mod Los Amigos,20.99567,-101.28465,
13381,NP MOD EL SAUZ,20.55223,-100.84974,
13382,NP MOD LOPEZ MATEOS,25.73743,-100.241524,
13383,NP MOD RINCON,25.6886,-100.11555,
13384,Np mod el salvador,25.7033,-100.16436,
13385,NP Mod Alfonso Reyes.,25.6369,-100.2882,
13386,No mod Siqueiros,25.7964,-100.33548,
13387,NP Mod Duran,26.58397,-98.342639,
13388,NP Mod Del Pueblo,22.2237,-97.861762,
13663,Rexville Plaza Shopping Center (BayamÃ³n),18.36456585,-66.18905827,
13668,Guayama BerrÃ­os,18.2481039,-67.16896124,
13671,Exp MartÃ­nez Nadal,18.3796807,-66.1080004,
13674,Humacao,18.1384172,-65.8309377,
13676,Dorado,18.4220796,-66.2674943,
13677,Las AmÃ©ricas SeÃ±orial ESPECTACULAR,18.37294071,-66.07073284,
13679,Hato Rey - Roosevelt 229,18.42286149,-66.06198118,
13680,Baldorioty - Marey,18.4479382,-66.0610752,
13703,DDAOB001-2,19.35593741,-99.18990992,
13704,DDAOB003-2,19.35514912,-99.17763881,
13705,DDAOB005-1,19.33843101,-99.19051275,
13706,DDAOB007-1,19.33223278,-99.20727119,
13707,DDAOB008-1,19.32132139,-99.21382114,
13708,DDAOB009-1,19.306954,-99.20559682,
13709,DDAOB013-2,19.35268175,-99.17720295,
13710,DDAOB014-1,19.37820774,-99.24818628,
13711,DDAOB015-2,19.36641251,-99.26377729,
13712,DDAOB019-1,19.36604813,-99.26343396,
13713,DDAOB021-2,19.35895007,-99.17199545,
13714,DDAOB022-1,19.364732,-99.179916,
13715,DDAOB024-1,19.3191041,-99.21133205,
13716,DDAOB025-1,19.33387157,-99.19970401,
13717,DDAOB026-1,19.35026749,-99.18673988,
13718,DDBJZ001-2,19.39332407,-99.1758015,
13719,DDBJZ002-2,19.38434097,-99.17776454,
13720,DDBJZ005-1,19.37203126,-99.18806858,
13721,DDBJZ006-2,19.3712304,-99.18570623,
13722,DDBJZ007-2,19.36535225,-99.18466788,
13723,DDBJZ009-1,19.37402896,-99.16273847,
13724,DDBJZ010-1,19.38149072,-99.15992282,
13725,DDBJZ011-2,19.38612093,-99.16125052,
13726,DDBJZ012-2,19.3925853,-99.16608587,
13727,DDBJZ015-1,19.37259426,-99.18800153,
13728,DDBJZ016-2,19.36804211,-99.18099292,
13729,DDBJZ017-2,19.37348115,-99.17904966,
13730,DDBJZ019-2,19.40008795,-99.1702909,
13731,DDBJZ020-2,19.38954544,-99.1634164,
13732,DDBJZ021-1,19.36251432,-99.17032577,
13733,DDBJZ025-2,19.39607292,-99.17173393,
13734,DDBJZ027-2,19.39856114,-99.17091988,
13735,DDBJZ028-2,19.36307356,-99.1895961,
13736,DDBJZ029-2,19.39268903,-99.17283531,
13737,DDBJZ032-1,19.388689,-99.17791776,
13738,DDBJZ035-2,19.37819888,-99.16005358,
13739,DDBJZ037-1,19.37076228,-99.18823019,
13740,DDCJP002-1,19.36107319,-99.27996174,
13741,DDCJP002-2,19.36107319,-99.27996174,
13742,DDCJP003-1,19.36226759,-99.27609399,
13743,DDCJP005-2,19.38343391,-99.27453026,
13744,DDCJP007-2,19.38361355,-99.27192584,
13745,DDCJP008-1,19.38812732,-99.26284656,
13746,DDCJP009-2,19.3894202,-99.26147327,
13747,DDCJP010-2,19.39028042,-99.25974593,
13748,DDCJP011-2,19.39214254,-99.25963327,
13749,DDCJP012-1,19.35434945,-99.27623078,
13750,DDCJP012-2,19.35434945,-99.27623078,
13751,DDCJP013-2,19.38013199,-99.26524982,
13752,DDCJP016-1,19.37296875,-99.27785352,
13753,DDCJP017-2,19.3879578,-99.25021134,
13754,DDCJP022-1,19.35277539,-99.27397236,
13755,DDCJP022-2,19.35277539,-99.27397236,
13756,DDCJP023-1,19.36420848,-99.2710273,
13757,DDCJP023-2,19.36420848,-99.2710273,
13758,DDCOY001-2,19.33704029,-99.1864606,
13759,DDCOY003-1,19.30988783,-99.19386886,
13760,DDCOY003-2,19.30988783,-99.19386886,
13761,DDCOY004-2,19.30573135,-99.19321708,
13762,DDCUA001-1,19.42303902,-99.16568253,
13763,DDCUA002-1,19.42193676,-99.1701987,
13764,DDCUA002-2,19.42193676,-99.1701987,
13765,DDCUA003-1,19.40809748,-99.16781925,
13766,DDCUA003-2,19.40809748,-99.16781925,
13767,DDCUA005-1,19.409287,-99.177946,
13768,DDCUA005-2,19.409287,-99.177946,
13769,DDMHG001-1,19.42470979,-99.17838581,
13770,DDMHG002-2,19.42958033,-99.17844012,
13771,DDMHG003-2,19.43174301,-99.17931452,
13772,DDMHG006-2,19.43789572,-99.19218309,
13773,DDMHG007-2,19.44035674,-99.20080103,
13774,DDMHG009-2,19.44041491,-99.20801751,
13775,DDMHG012-1,19.43989135,-99.18357052,
13776,DDMHG013-1,19.43865831,-99.21249144,
13777,DDMHG014-1,19.42666763,-99.20564778,
13778,DDMHG017-2,19.42353481,-99.20380242,
13779,DDMHG018-1,19.42227888,-99.20792095,
13780,DDMHG019-1,19.42038169,-99.21759568,
13781,DDMHG020-2,19.43998114,-99.18443553,
13782,DDMHG021-2,19.42969163,-99.20665361,
13783,DDMHG023-2,19.42785017,-99.20757227,
13784,DDMHG024-1,19.43646285,-99.20686416,
13785,DDMHG024-2,19.43646285,-99.20686416,
13786,DDMHG027-1,19.4275694,-99.2042128,
13787,DDMHG027-2,19.4275694,-99.2042128,
13788,DDMHG029-1,19.40583203,-99.23526205,
13789,DDMHG029-2,19.40583203,-99.23526205,
13790,DDMHG030-1,19.40294294,-99.24480602,
13791,DDMHG031-1,19.40828847,-99.23964813,
13792,DDMHG034-1,19.43155962,-99.20859419,
13793,DDMHG034-2,19.43155962,-99.20859419,
13794,DDMHG040-2,19.440385,-99.205186,
13795,DDMHG041-1,19.440668,-99.19113,
13796,DDMHG041-2,19.440668,-99.19113,
13797,DDMHG042-1,19.445607,-99.21729,
13798,DDMHG042-2,19.445607,-99.21729,
13799,DDVECA001-1,19.425509,-99.090258,
13800,DDVECA002-1,19.425018,-99.08943,
13801,DDVECA004-1,19.423462,-99.086651,
13802,DDVECA008-1,19.417599,-99.078517,
13821,Flores,-33.5205038,-56.8997356,
13834,CDCAN002,21.0417033,-86.8740062,
13835,CDMX001,19.416424,-99.099213,
13836,CDMX002,19.44772539,-99.08848659,
13837,CDMX003,19.362658,-99.265221,
13838,CDMX004,19.452131,-99.093918,
13839,CDMX005,19.358297,-99.170074,
13840,CDMX006,19.370415,-99.10775,
13841,CDMX007,19.399975,-99.188438,
13842,CDMX008,19.3652,-99.26683,
13843,CDMX009,19.399282,-99.191246,
13844,CDMX010,19.299585,-99.15966,
13845,CDMX011,19.337769,-99.204529,
13846,CDMX012,19.341467,-99.202309,
13847,CDMX013,19.416424,-99.099213,
13848,CDMX014,19.401342,-99.170258,
13849,CDMX015,19.402756,-99.13176,
13850,CDMX016,19.399975,-99.188438,
13851,CDMX017,19.358297,-99.170074,
13852,CDMX018,19.3652,-99.26683,
13853,CDMX021,19.308691,-99.216446,
13854,CDMX022,19.308691,-99.216446,
13855,CDMX024,19.366983,-99.191017,
13856,CDMX025,19.340002,-99.203468,
13857,CDMX026,19.363619,-99.169685,
13858,CDMX027,19.362658,-99.265221,
13859,CDMX029,19.4309,-99.09061,
13860,CDMX030,19.45039,-99.101575,
13861,CDMX032,19.43078,-99.09058,
13862,CDMX034,19.396864,-99.220011,
13863,CDMX035,19.396864,-99.220011,
13864,CDMX036,19.305243,-99.205695,
13865,CDMX037,19.305243,-99.205695,
13866,CDMX038,19.403119,-99.207097,
13867,CDMX041,19.379423,-99.248483,
13868,CDMX042,19.34391,-99.18863,
13869,CDMX043,19.34391,-99.18863,
13870,CDMX044,19.381982,-99.249371,
13871,CDMX045,19.416326,-99.085858,
13872,CDMX046,19.379423,-99.248483,
13873,CDMX049,19.315877,-99.23445,
13874,CDMX050,19.315877,-99.23445,
13875,CDMX053,19.435675,-99.187384,
13876,CDMX054,19.428152,-99.174373,
13877,CDMX055,19.428152,-99.174373,
13878,CDMX056,19.379423,-99.248483,
13879,CDMX057,19.39637,-99.185275,
13880,CDMX058,19.381847,-99.192509,
13881,CDMX059,19.389423,-99.189618,
13882,CDMX060,19.381982,-99.249371,
13883,CDMX064,19.439801,-99.190839,
13884,CDMX065,19.379383,-99.248389,
13885,CDMX066,19.433849,-99.210392,
13886,CDMX067,19.433849,-99.210392,
13887,CDMX068,19.382581,-99.247739,
13888,CDMX069,19.382581,-99.247739,
13889,CDMX070,19.30259,-99.14356,
13890,CDMX072,19.432299,-99.181646,
13891,CDMX074,19.435368,-99.083616,
13892,CDMX075,19.298643,-99.158458,
13893,CDMX076,19.432299,-99.181646,
13894,CDMX077,19.30259,-99.14356,
13895,CDMX078,19.355684,-99.198743,
13896,CDMX079,19.297152,-99.124909,
13897,EMX023,19.468525,-99.225838,
13898,EMX028,19.428359,-99.228732,
13899,EMX033,19.406541,-99.272569,
13900,EMX047,19.480327,-99.232866,
13901,EMX048,19.480327,-99.232866,
13902,EMX051,19.40641,-99.27244,
13903,EMX052,19.512222,-99.230987,
13904,EMX071,19.400788,-99.269726,
13905,GDL001,20.706661,-103.412574,
13906,GDL003,20.706661,-103.412574,
13907,GDL004,20.672878,-103.388161,
13908,GDL006,20.646152,-103.407265,
13909,GDL007,20.691995,-103.415502,
13910,GDL008,20.67631,-103.386498,
13911,GDL010,20.678391,-103.429566,
13912,GDL011,20.681882,-103.373764,
13913,GDL012,20.681882,-103.373764,
13914,MTY001,25.705166,-100.224098,
13915,MTY002,25.705166,-100.224098,
